,name,label,mean_pixel,file_size
7613,2057414966_2057414974.tif,7,248.89583165829146,0.07075691223144531
12674,2078563441a_3443.tif,12,252.5538527851459,0.03355979919433594
7660,2069711798.tif,7,246.06746551724137,0.07391738891601562
10645,tcal0477004_7013.tif,10,232.7402347480106,0.1775646209716797
10506,2050184962.tif,10,252.57144164456233,0.032588958740234375
1489,2064279316.tif,1,249.5263673740053,0.04879570007324219
6422,50600161-0171.tif,6,247.155550397878,0.08572006225585938
1087,82269549.tif,1,241.87147877984086,0.15011024475097656
1398,2028847058.tif,1,241.35145045045044,0.12615203857421875
88,0000491262.tif,0,212.31562335958006,0.07189750671386719
9202,80318616.tif,9,244.31280371352784,0.07336616516113281
12085,2073762655_2666.tif,12,246.569200265252,0.08318328857421875
7565,2031322862.tif,7,245.74489832689832,0.09564399719238281
10742,tcal0349774_9775.tif,10,245.4380875331565,0.07709312438964844
15577,10205606.tif,15,225.6311878238342,0.18643760681152344
13504,2504067770_2504067773.tif,13,244.65974905422448,0.09256172180175781
9441,2021194238.tif,9,236.19215572715572,0.13211631774902344
2595,2064207489a_7492.tif,2,254.05537798408488,0.020433425903320312
8585,0060177055.tif,8,253.27639501312336,0.018640518188476562
8763,2026516159.tif,8,243.34827249357326,0.1056976318359375
6348,50397249-7255.tif,6,235.26847082228116,0.19486045837402344
3013,509188910+-8911.tif,3,246.04374668435014,0.08679771423339844
2742,527851388+-1388.tif,2,249.30071618037135,0.059413909912109375
14391,50458433-8433.tif,14,241.331850132626,0.14471054077148438
9629,03752086_03752087.tif,9,235.7416230366492,0.2044677734375
123,509303076.tif,0,244.2427142857143,0.08851814270019531
4400,71895136.tif,4,187.00410761154856,0.2045726776123047
12499,tob05802.24_tob05802.47.tif,12,248.34650967741936,0.04239082336425781
9384,2023923692.tif,9,235.9754851994852,0.17507171630859375
4787,2083423225_3227.tif,4,166.1168103448276,0.28608131408691406
9707,2065339386_9387.tif,9,229.72787400530504,0.1832561492919922
9212,01338431.tif,9,208.8198992146597,0.3219013214111328
7132,0000077950.tif,7,244.29239238845145,0.08047103881835938
4600,82262482_2483.tif,4,116.45312842892768,0.1748523712158203
10912,0000268728.tif,10,232.3923741851369,0.17235183715820312
14016,50729310-9311.tif,14,235.13459151193635,0.1492595672607422
101,50047072_50047073.tif,0,230.64751406649617,0.15941619873046875
5547,1000878886.tif,5,248.09807464607465,0.0882568359375
1714,01189779.tif,1,232.80119795657725,0.24664688110351562
12008,2046038034_8036.tif,12,245.44956763925728,0.0962066650390625
12290,2078369415.tif,12,234.09961405835543,0.20325088500976562
4058,2058502189.tif,4,222.85750990752973,0.08766555786132812
8486,2063447301.tif,8,253.18296197718632,0.025526046752929688
10991,11006928.tif,10,247.87346794871794,0.060943603515625
4667,71896436.tif,4,241.8602060367454,0.1025238037109375
4100,502598229.tif,4,215.87152269779506,0.369842529296875
4093,2061000109.tif,4,128.96985204755615,0.09781074523925781
13241,2061828069.tif,13,250.39777429983525,0.030809402465820312
8704,2063243712.tif,8,253.91063840399002,0.026021957397460938
11449,2072484436.tif,11,240.70584084880636,0.08472633361816406
5484,2028612829_2028613016.tif,5,253.537,0.025569915771484375
5905,2051205946_2051205961.tif,5,245.36492829705506,0.08236885070800781
13488,518303240+-3241.tif,13,242.7575371352785,0.090789794921875
15395,1000126528_1000126529.tif,15,246.4410990990991,0.09122657775878906
15846,0011975796.tif,15,247.3851036745407,0.07316017150878906
150,510760994+-0999.tif,0,170.1662374005305,0.3646812438964844
6341,2501377728.tif,6,217.51924678663238,0.20911216735839844
3063,524385397+-5398.tif,3,239.26692307692306,0.10988235473632812
5129,50718466-8472.tif,5,245.37346816976128,0.09086036682128906
10146,2048226944.tif,10,246.77949221556887,0.10857963562011719
5803,1000364705.tif,5,87.88318661518662,0.06735992431640625
5799,10149921_10149943.tif,5,250.72291839378238,0.04476165771484375
4779,0000299027.tif,4,176.12123884514435,0.48679542541503906
2937,528489486a-9490d.tif,2,222.76475066312997,0.39946746826171875
14053,50520398-0399.tif,14,241.3080596816976,0.12624740600585938
6292,50185503-5503.tif,6,225.46808885941644,0.24735260009765625
1326,2065516774.tif,1,245.74372148541113,0.07334327697753906
11143,80680149.tif,11,251.39539768339768,0.043750762939453125
8139,2024483791.tif,8,253.41592792792792,0.030200958251953125
932,518518440+-8440.tif,0,240.32896684350132,0.11426353454589844
14110,40032045-2047.tif,14,245.41525596816976,0.07982444763183594
1722,2022875063.tif,1,242.2751904761905,0.08544349670410156
6427,50549649-9655.tif,6,226.53054111405837,0.23887062072753906
12872,tob17610.78_tob17610.79.tif,12,244.8757166882277,0.10839080810546875
10424,18004559.tif,10,248.7330990990991,0.0406341552734375
169,0060241922.tif,0,238.31591076115487,0.11778640747070312
11057,2028704375.tif,11,241.25358043758044,0.11420440673828125
8720,2010011062.tif,8,160.70902316602317,0.37491607666015625
7691,0000058429.tif,7,241.75632337662339,0.04635810852050781
9367,ton00934.15.tif,9,231.37912810457516,0.09209632873535156
7976,2057435669_2057435672.tif,7,244.62776844783716,0.1018218994140625
5379,2001201535_2001201540.tif,5,245.9992380952381,0.0752410888671875
6223,11317505.tif,6,201.76334398976982,0.32457923889160156
1805,2028958317.tif,1,253.26306048906048,0.03173637390136719
8972,2085616714.tif,8,217.0430848806366,0.20894622802734375
8093,2056133857.tif,8,53.384264781491005,0.4431037902832031
10974,2060318179.tif,10,242.00171611253197,0.15883255004882812
13804,50310611-0611.tif,13,241.0894655172414,0.077880859375
4520,500413590+-3590.tif,4,231.93397082228117,0.12389755249023438
10111,tnwl0038926.tif,10,247.6538474801061,0.06258773803710938
11914,91509918.tif,11,239.81970291777188,0.1473407745361328
12417,0000256730.tif,12,247.11238582677166,0.07546234130859375
11478,2030394178.tif,11,246.6527816993464,0.05422401428222656
4215,2070494371_4372.tif,4,163.14128647214855,0.23822593688964844
13143,84459957.tif,13,225.94293436293435,0.11600494384765625
8655,0060218824.tif,8,253.52141076115487,0.018550872802734375
10739,ti31669001.tif,10,247.73834350132626,0.07679176330566406
10494,2045807165.tif,10,249.15977353689567,0.05468559265136719
3679,506389189.tif,3,245.75200128205128,0.09612274169921875
5361,40003755-3789.tif,5,248.59695623342176,0.059688568115234375
7785,2031296961.tif,7,244.2136241956242,0.09522819519042969
8291,0060072634.tif,8,72.24627296587927,0.03073883056640625
14150,50430057-0058.tif,14,233.92458090185676,0.17449188232421875
15022,81618975_8976.tif,15,243.772025198939,0.09812355041503906
13195,1005155987_1005155989.tif,13,243.9639601029601,0.09280967712402344
7665,2057486750_2057486751.tif,7,231.7723695652174,0.18244361877441406
13598,2022984446_2022984447.tif,13,240.39538996138995,0.1126556396484375
1593,2041004781.tif,1,198.29554475703324,0.4007301330566406
7642,0012207182.tif,7,239.77920077720208,0.1208343505859375
4128,2061003027.tif,4,185.2607001321004,0.030193328857421875
3919,517237058+-7058.tif,3,242.06244827586207,0.08749008178710938
13686,0060247310.tif,13,246.92418241469815,0.08461761474609375
11396,83096148.tif,11,244.97524535809018,0.0857086181640625
1534,2030378597.tif,1,241.0405870712401,0.09253883361816406
13980,507286465_507286484.tif,13,244.0157977805179,0.09987640380859375
2453,2067618078_2067618079.tif,2,243.58551591511937,0.09419441223144531
1346,508468294.tif,1,218.75376025641026,0.17636871337890625
10095,01410201.tif,10,220.54903598971723,0.2625389099121094
2238,530286276+-6290.tif,2,247.26939920424402,0.06199073791503906
12263,2077998893_8978.tif,12,247.70907824933687,0.04870796203613281
1163,2024487568_2024487571.tif,1,224.17117503217503,0.15907669067382812
12681,2505914033_4044.tif,12,236.12216047745358,0.08637619018554688
4074,85145210_85145211.tif,4,205.77075416133164,0.09173202514648438
9602,2083778256.tif,9,232.7453594164456,0.19173812866210938
14117,50584880-4881.tif,14,233.56023342175067,0.1822223663330078
2095,2072948613.tif,2,253.16069363395226,0.0254364013671875
13523,2042323593.tif,13,241.71978544061304,0.11397743225097656
13977,2061828046_2061828049.tif,13,250.00476771004944,0.033092498779296875
7292,501367708.tif,7,239.81141984732824,0.14263916015625
6714,2501416543.tif,6,239.73042043984475,0.1975879669189453
14135,2069563938.tif,14,247.26629840848807,0.0620880126953125
291,10390230.tif,0,241.10044559585492,0.09254837036132812
8540,2030608741.tif,8,170.19242618741976,0.42220306396484375
735,512446767+-6767.tif,0,248.69561671087533,0.04950141906738281
1962,71176427.tif,1,234.12380052493438,0.13327598571777344
5372,2501747230_7231.tif,5,245.13695358090186,0.05235862731933594
1226,2030403704.tif,1,243.37918725617686,0.07991600036621094
12587,2080785276.tif,12,236.0029549071618,0.11429786682128906
3984,517687932+-7934.tif,3,240.62271352785146,0.12119102478027344
12890,2044696578_6579.tif,12,235.63539920424404,0.13422393798828125
6087,2085751437_1439.tif,6,226.48094164456234,0.19891738891601562
13676,0071086179.tif,13,242.00693904020753,0.09832763671875
4404,91581902_91581903.tif,4,241.91306790945407,0.06352996826171875
6216,10320765_10320769.tif,6,222.2763756476684,0.23877525329589844
15365,91764738.tif,15,250.72302444703143,0.05544281005859375
13627,91340700_0705.tif,13,247.5031074270557,0.10463523864746094
14113,40035121-5121.tif,14,245.18090583554377,0.07402992248535156
10263,tnwl0005106.tif,10,245.54287135278514,0.07413864135742188
828,0001137409.tif,0,219.2376719160105,0.06203651428222656
7861,2051542263_2051542272.tif,7,245.6344512820513,0.08155632019042969
11326,2028742003.tif,11,237.09061904761904,0.16880226135253906
8594,2082072789.tif,8,95.09482228116711,0.02982330322265625
13662,01835460_5464.tif,13,242.53282891246684,0.0963134765625
4045,1002763063.tif,4,181.33622522522523,0.6046009063720703
2726,2085761026a.tif,2,253.61309549071618,0.024288177490234375
4125,932269.tif,4,205.56257349081366,0.14774703979492188
6820,2015044949.tif,6,230.89408622908624,0.16948699951171875
15482,2024818127.tif,15,240.64958301158302,0.14719200134277344
7732,2031300861.tif,7,242.3954761904762,0.08579635620117188
9319,03758721.tif,9,239.01582467532467,0.20421218872070312
3784,517548861+-8865.tif,3,235.17170424403184,0.13491058349609375
5312,2026210476_2026210481.tif,5,235.5614851994852,0.15145492553710938
14047,50220387-0391.tif,14,237.488799734748,0.1414031982421875
10007,ti14861070.tif,10,250.3129973474801,0.05692863464355469
5363,2057866737_6739.tif,5,250.34900265251989,0.05840873718261719
2126,530545772+-5772.tif,2,249.74858355437667,0.04744720458984375
8606,0060163307.tif,8,56.234068241469814,0.04730033874511719
11633,80702654.tif,11,227.41186870026525,0.1383209228515625
8231,2022914290.tif,8,245.9891788931789,0.07049942016601562
2404,2085755860b.tif,2,254.05325066312997,0.020235061645507812
657,507964313.tif,0,247.37270731707318,0.04946708679199219
9955,2083774518.tif,9,241.3348355437666,0.16072463989257812
10046,tcal0289261.tif,10,230.86486472148542,0.17497634887695312
8187,2076373222.tif,8,253.65292838196285,0.02416229248046875
15593,0060026899.tif,15,249.1462532808399,0.04760169982910156
13276,501760850+-0851.tif,13,250.14550132625996,0.030086517333984375
10631,tnwl0007637.tif,10,252.20931299734747,0.03510475158691406
8015,2085584273.tif,8,253.14340185676392,0.02385711669921875
7103,2031301052.tif,7,231.26337917737789,0.10436248779296875
10140,2070774219.tif,10,230.50242042440317,0.08091545104980469
14910,50437722-7723.tif,14,246.25848541114058,0.0886993408203125
12560,2044730275.tif,12,237.68475066312996,0.13405227661132812
14740,40043408-3409.tif,14,231.7798421750663,0.1869525909423828
11247,0001144266.tif,11,221.25246325459318,0.06246757507324219
9737,tob10810.21_tob10810.31.tif,9,230.47723974358973,0.1816577911376953
8510,0060097877.tif,8,174.795,0.57061767578125
8146,2081616635.tif,8,202.07232228116712,0.2578411102294922
9216,tob11412.84.tif,9,231.5886850899743,0.23523330688476562
1488,2080454417_4418.tif,1,239.78497877984086,0.09789466857910156
12690,2023190590_2023190599.tif,12,239.61451737451736,0.107330322265625
1655,2074022032.tif,1,249.27537798408488,0.05236053466796875
9451,tob10915.79.tif,9,236.7642268170426,0.157470703125
2127,529044431+-4432.tif,2,251.7354721485411,0.0426177978515625
10909,tcal0468883.tif,10,250.91406896551723,0.04958152770996094
8818,2084022601.tif,8,254.2140848806366,0.021083831787109375
426,60018919.tif,0,235.098576499388,0.18317413330078125
8351,2082392221.tif,8,254.00642175066312,0.020351409912109375
11729,2063608542.tif,11,244.11788903061225,0.08964920043945312
15989,91840361_0362.tif,15,246.63284084880635,0.08823585510253906
12689,2028891957.tif,12,243.3729165596919,0.11136245727539062
1078,505982091.tif,1,220.87429048843188,0.17238807678222656
5933,88199628_88199666.tif,5,244.41773533246413,0.06533050537109375
9568,tob13927.24.tif,9,219.71699213630407,0.24955177307128906
5610,40045411-5433.tif,5,245.8814549071618,0.07888412475585938
9112,tob13601.41.tif,9,163.88231865284973,0.2820777893066406
10665,tob13714.56.tif,10,243.01976417525773,0.09232711791992188
127,60019670.tif,0,235.5334411400248,0.17743682861328125
10560,tob07121.43.tif,10,241.87358853503184,0.08918571472167969
7410,2057678070.tif,7,238.5474879288437,0.14003372192382812
9238,ti00681828.tif,9,236.169175066313,0.13100814819335938
9728,2063909718.tif,9,243.26363395225465,0.09220695495605469
9385,1000244414_1000244415.tif,9,212.27842084942085,0.3820209503173828
99,50738642-8642.tif,0,246.74853050397877,0.05614280700683594
10895,99374100.tif,10,246.82109018567638,0.07323646545410156
8421,10030749.tif,8,198.23318005181346,0.36865997314453125
11877,2063610071.tif,11,245.21089713541667,0.10601806640625
8260,50434551-4551.tif,8,251.92491909814325,0.03115081787109375
11202,2071413067.tif,11,243.59953050397877,0.07023239135742188
4954,18003694_18003705.tif,4,28.000157014157015,0.06501197814941406
7711,2031294848.tif,7,245.8818370860927,0.08244514465332031
15113,50595953-5953.tif,15,249.65911936339523,0.05556678771972656
13152,92873428.tif,13,249.98967206982545,0.0589447021484375
15540,ti11293016.tif,15,244.07407692307692,0.09290504455566406
3204,507705026.tif,3,234.18199148418492,0.05093193054199219
12570,83939198_9205.tif,12,234.29894429708222,0.0718841552734375
2656,527868772+-8772.tif,2,245.53791114058356,0.07774925231933594
9226,2065594576.tif,9,226.3344602122016,0.20696449279785156
8857,2044167155.tif,8,254.61013395225464,0.016942977905273438
9341,1003543410-b.tif,9,213.276425997426,0.39615821838378906
5527,2501224876.tif,5,249.3612906336088,0.0524139404296875
10529,2063393805.tif,10,247.53972413793105,0.08428764343261719
251,2084080550.tif,0,246.11223209549073,0.07467079162597656
9079,1005088554.tif,9,221.74616731016732,0.2500896453857422
13779,1003290782_1003290784.tif,13,239.30379665379667,0.29076194763183594
7571,2057679995.tif,7,240.0347148241206,0.18999862670898438
1302,521443694+-3704.tif,1,194.00187400530504,0.35063743591308594
2473,528399468+-9504.tif,2,210.4456273209549,0.30156517028808594
3509,515626122+-6123.tif,3,246.5707679045093,0.07809829711914062
5598,0001482105.tif,5,238.03057480314962,0.14065170288085938
751,2051802807.tif,0,247.7490866242038,0.09740066528320312
8696,2046908316.tif,8,253.88029840848807,0.017795562744140625
7120,2030147376_2030147377.tif,7,239.4301261498029,0.18141746520996094
1006,2074859702.tif,1,242.04213925729442,0.10757827758789062
4341,2058503488.tif,4,218.18034214002643,0.08745956420898438
13353,522814373+-4374.tif,13,237.16076127320954,0.12901878356933594
14438,11279070.tif,14,236.90237483787288,0.12991714477539062
4977,2084426339_6340.tif,4,217.8955053050398,0.1224365234375
387,03656372_6373.tif,0,250.3935198938992,0.06395339965820312
15908,11952033.tif,15,244.20845406824148,0.10095787048339844
13570,1000373451.tif,13,228.44947104247103,0.3736763000488281
4029,505400330+-0330.tif,4,122.14200397877984,0.5932216644287109
11277,2028704426.tif,11,239.5888005148005,0.13669967651367188
4606,2041510338.tif,4,188.46683687002653,0.08413124084472656
14873,50377552-7553.tif,14,228.90053315649868,0.1937580108642578
13442,524480814+-0815.tif,13,242.61459151193634,0.10054779052734375
10498,94007931.tif,10,247.67857794676806,0.042842864990234375
3795,518305277+-5279.tif,3,236.49883952254643,0.09139633178710938
3404,517045537+-5540.tif,3,227.49519363395225,0.18352890014648438
13586,84464455_4463.tif,13,242.41082095490717,0.10270309448242188
476,2084605693_5694.tif,0,239.04915384615384,0.1438884735107422
4990,500384186+-4186.tif,4,159.537025198939,0.23610305786132812
1056,89310502_0555.tif,1,242.01872148541113,0.05853843688964844
10848,2041718811.tif,10,251.96724511082138,0.04157066345214844
11342,ti16311155.tif,11,247.97708355437666,0.05537223815917969
15468,2048127082_2048127084.tif,15,243.30543384223918,0.10822868347167969
1236,2028844133.tif,1,252.15206563706565,0.04741096496582031
8045,2056147680.tif,8,249.71618321513003,0.021245956420898438
8324,2060556419.tif,8,197.43706766917293,0.4211921691894531
5436,70106897-6920.tif,5,242.9171047745358,0.11460304260253906
9826,tob08905.78.tif,9,232.44546794871795,0.18806838989257812
9711,1003537659-j.tif,9,231.7481583011583,0.2136707305908203
1373,518413982+-3990.tif,1,250.16006100795755,0.06094932556152344
7862,2069717459.tif,7,246.9639549071618,0.07824897766113281
14588,40019072-9072.tif,14,241.35287400530504,0.1279926300048828
14058,50264484-4487.tif,14,245.27158355437666,0.10782241821289062
6804,1003540798.tif,6,241.45863191763192,0.17482376098632812
4751,2040971865.tif,4,232.84116843501326,0.058483123779296875
5858,2025562620.tif,5,250.63666843501326,0.04518699645996094
9286,2021309823_2021309825.tif,9,240.2650694980695,0.15766334533691406
12817,2045458184_2045458185.tif,12,231.71451442910916,0.1725330352783203
7471,2069727324.tif,7,248.17172148541115,0.06312179565429688
12879,0001250917.tif,12,245.16821128608925,0.07800102233886719
7625,2031313396.tif,7,242.7347249022164,0.09136199951171875
2802,528697371+-7376.tif,2,239.86137665782493,0.13639068603515625
9157,tob11437.34_tob11437.35.tif,9,233.38593222506393,0.15085792541503906
9838,1003538246.tif,9,234.0277425997426,0.23467445373535156
13484,2076203794_3796.tif,13,248.67585809018567,0.06441688537597656
6808,10402921.tif,6,220.660310880829,0.2434864044189453
9185,2043630473.tif,9,228.9231116751269,0.19086647033691406
10109,2045467984.tif,10,242.62027959697733,0.09264945983886719
5903,2029031747_2029031751.tif,5,249.7198906048906,0.05196380615234375
12062,2072267716.tif,12,230.3808554376658,0.12066268920898438
9217,2023329086_2023329087.tif,9,230.77806692406693,0.15767669677734375
15731,2080114456_4457.tif,15,244.5799151193634,0.09430122375488281
1119,507150146_507150147.tif,1,230.1541541401274,0.1555461883544922
6690,50553192-3192.tif,6,228.0271870026525,0.24384689331054688
1889,2044312806.tif,1,244.65520689655173,0.06574440002441406
5375,2505100378.tif,5,245.96578912466845,0.09035110473632812
3445,506856029.tif,3,239.7020168175938,0.11271858215332031
11158,91546284_6286.tif,11,245.37792440318302,0.09547233581542969
15449,81450385.tif,15,252.43257766367137,0.04639434814453125
13565,507691645.tif,13,220.2781245186136,0.2009105682373047
15409,2043819102.tif,15,245.81827944572748,0.09888076782226562
6734,2063123667.tif,6,213.1680129366106,0.29020118713378906
7704,521480965+-0980.tif,7,245.198375331565,0.05943107604980469
1071,2059735266.tif,1,243.32018700265252,0.08127212524414062
5145,1001766911_1001766913.tif,5,235.28234105534105,0.2931175231933594
14976,50410961-0964.tif,14,246.9202970822281,0.08923149108886719
6407,87468083.tif,6,246.27307824933686,0.05506706237792969
13238,2040465287_2040465290.tif,13,243.41716502463055,0.12265968322753906
9351,2083789880.tif,9,167.3146074270557,0.22188568115234375
4706,2081532820.tif,4,214.62133687002654,0.13413429260253906
13748,2001206001.tif,13,249.98371685971685,0.06078910827636719
6491,10404510.tif,6,224.22196373056994,0.1399555206298828
15890,2040926355_2040926358.tif,15,237.893950799508,0.17394256591796875
11073,91543750.tif,11,246.72982625994695,0.07155990600585938
196,2022847020.tif,0,244.88313384813384,0.08156013488769531
3463,507705989.tif,3,225.22300387096774,0.1890850067138672
10565,tob07808.59.tif,10,243.08201536491677,0.10553550720214844
11919,2075573345.tif,11,216.0065596816976,0.16276931762695312
351,513820832+-0835.tif,0,238.7445450928382,0.11175346374511719
7900,2051526371_2051526375.tif,7,241.79102577319588,0.10903167724609375
12512,2065092872_2877.tif,12,250.49053846153845,0.03237342834472656
14085,50666263-6263.tif,14,246.5081724137931,0.09016609191894531
5829,2001228148_2001228151.tif,5,242.92427155727157,0.10844230651855469
3502,517689831+-9832.tif,3,216.63419363395226,0.2323474884033203
2232,2078305930.tif,2,254.22197612732094,0.02099609375
640,2041181474.tif,0,240.54389963724304,0.12877464294433594
6176,00270482_00270485.tif,6,223.4040993548387,0.3120555877685547
1769,2074124448.tif,1,250.7339628647215,0.046253204345703125
11440,11242315_11242316.tif,11,243.98920079787234,0.06917762756347656
15162,2001246045_2001246046.tif,15,239.36037065637066,0.1458911895751953
10955,94280200_0206.tif,10,250.4152851458886,0.04620361328125
13937,0060098443.tif,13,240.9304973753281,0.09191322326660156
9531,2046287798.tif,9,250.00211671087533,0.05261421203613281
8067,2026311276.tif,8,247.7908005148005,0.05729866027832031
3975,517612086+-2088.tif,3,249.6901100795756,0.04281044006347656
2546,522871803+-1803.tif,2,247.97151326259947,0.05849647521972656
10694,0000446259.tif,10,209.43449546044098,0.25618743896484375
720,515013234_515013235.tif,0,225.8312085492228,0.1592082977294922
1799,2029272742.tif,1,250.48614543114545,0.04726219177246094
15030,2041817844_2041817846.tif,15,239.96553341902313,0.14958763122558594
7918,512858365.tif,7,242.70691187739465,0.071990966796875
5955,87393340.tif,5,246.39517268041237,0.12014198303222656
357,2001241934.tif,0,223.65144144144145,0.40021514892578125
11818,98504618.tif,11,249.44478912466843,0.06538963317871094
11580,ti10160887.tif,11,244.80115915119364,0.13041305541992188
14163,2072279318_9322.tif,14,233.25576392572944,0.13463211059570312
2270,528340128+-0130.tif,2,246.2152201591512,0.08564567565917969
11282,2063610079.tif,11,238.55481404421326,0.11498641967773438
3753,501619892_501619893.tif,3,224.1754858974359,0.16858291625976562
8723,2029065241.tif,8,99.7665247148289,0.5603542327880859
3,tob06912.07_tob06912.11.tif,0,240.80315186615186,0.11729049682617188
11228,2044146550.tif,11,247.52001165803108,0.07314872741699219
15566,2048885897_2048885899.tif,15,234.43052369668246,0.21006202697753906
14632,50511095-1096.tif,14,245.8266352785146,0.097900390625
3288,512294872_512294873.tif,3,247.85305148005148,0.0768890380859375
9792,tob02003.84.tif,9,224.1911819371728,0.17943572998046875
15228,0001457967.tif,15,249.49619455252918,0.05592536926269531
9725,01138825.tif,9,221.90751275510203,0.25380706787109375
2087,2085781250.tif,2,253.30366445623343,0.0209808349609375
15459,2025877040_2025877042.tif,15,232.7914465894466,0.15596580505371094
11825,2026368691.tif,11,252.4118326898327,0.04746055603027344
290,507051865.tif,0,238.00291655969193,0.12339591979980469
5813,2028873734.tif,5,245.35068597168598,0.0848541259765625
7276,2057674450.tif,7,237.42403053435115,0.1654834747314453
2150,2085271061a.tif,2,253.83553315649868,0.021846771240234375
3910,509231334.tif,3,244.3022509603073,0.105987548828125
8885,2083111196.tif,8,251.97139655172413,0.06293869018554688
4024,502610208+-0208.tif,4,186.33033554376658,0.4713573455810547
11601,0001136794.tif,11,219.17767322834646,0.09099197387695312
14092,50499162-9163.tif,14,224.89935013262598,0.22584152221679688
4884,502611280+-1280.tif,4,190.7207281167109,0.10398674011230469
3322,500271275+-1278.tif,3,218.2423474801061,0.2662639617919922
12853,2078606262_6270.tif,12,184.84163925729442,0.4961967468261719
10166,94582058.tif,10,249.00426938239158,0.06976890563964844
2704,2085775349b.tif,2,252.7373925729443,0.03152656555175781
11853,2063116040.tif,11,248.0577969348659,0.07964706420898438
13710,2081615711_5715.tif,13,250.4828925729443,0.04488182067871094
2882,528798096i-8098.tif,2,248.69059681697613,0.05571174621582031
1270,1005101306_1005101307.tif,1,226.97664736164737,0.27337646484375
5076,2029242850_2029242853.tif,5,245.50532307692308,0.10550498962402344
5719,2501642877_2501642880.tif,5,208.43056862745098,0.18639564514160156
8703,2051121897.tif,8,235.5852270531401,0.03602790832519531
8153,2026189217.tif,8,212.72710038610037,0.22552871704101562
10806,ti14710685.tif,10,246.64996419098142,0.0558319091796875
9611,2083524918.tif,9,220.22390583554377,0.2383136749267578
5800,2028622250_2028622253.tif,5,246.62625868725868,0.09799003601074219
102,10432734.tif,0,238.27460704960836,0.10523796081542969
2859,2505229389.tif,2,252.61702652519895,0.027536392211914062
8215,2501607914.tif,8,191.90062962962963,0.17305564880371094
7628,2031320326.tif,7,227.66675835475579,0.083099365234375
13381,506507700+-7705.tif,13,241.96345623342174,0.08294486999511719
5020,2028620543_2028620544.tif,5,244.7891879021879,0.09823989868164062
9585,2080714333_4335.tif,9,214.20778912466844,0.09585189819335938
10125,96134778_4779.tif,10,239.612875331565,0.16010665893554688
7750,2057469775_2057469776.tif,7,239.55905852417303,0.15568161010742188
15878,0060203095.tif,15,236.7256404199475,0.12008094787597656
11600,2028728188.tif,11,205.96431660231661,0.23304367065429688
9295,92735727.tif,9,242.13995760598505,0.16240692138671875
9612,2072149204.tif,9,230.07972148541114,0.1585254669189453
